Date,Atlantic,Bergen,Burlington,Camden,Cape May,Cumberland,Essex,Gloucester,Hudson,Hunterdon,Mercer,Middlesex,Monmouth,Morris,Ocean,Passaic,Salem,Somerset,Sussex,Union,Warren,Total
8/22/20,3665,21316,6260,8938,874,3493,20088,3545,20018,1190,8258,18248,10573,7399,10908,18144,953,5341,1362,16967,1379,188919.0
8/23/20,3673,21326,6274,8961,878,3501,20112,3557,20042,1192,8264,18275,10589,7411,10926,18173,954,5346,1362,16978,1381,189175.0
8/24/20,3680,21352,6287,8979,881,3508,20131,3568,20052,1196,8267,18293,10594,7427,10946,18187,960,5351,1369,16992,1381,189401.0
8/25/20,3686,21395,6304,9001,882,3516,20159,3579,20058,1197,8274,18319,10607,7439,10997,18206,960,5358,1380,17010,1384,189711.0
8/26/20,3703,21436,6314,9020,886,3523,20183,3592,20068,1202,8288,18348,10628,7442,11036,18223,966,5364,1380,17023,1384,190009.0
8/27/20,3707,21454,6327,9054,888,3530,20219,3610,20088,1206,8303,18361,10647,7442,11069,18249,975,5373,1383,17040,1387,190312.0
8/28/20,3720,21474,6354,9093,894,3542,20260,3634,20100,1209,8310,18377,10669,7455,11092,18275,978,5379,1386,17052,1390,190643.0
8/29/20,3729,21520,6370,9116,894,3545,20276,3656,20116,1213,8315,18415,10700,7466,11132,18306,978,5387,1392,17066,1391,190983.0
8/30/20,3739,21557,6382,9142,898,3560,20301,3668,20131,1212,8326,18432,10710,7474,11145,18327,980,5400,1394,17077,1392,191247.0
8/31/20,3752,21600,6395,9157,905,3573,20324,3685,20144,1213,8333,18456,10734,7491,11181,18351,981,5420,1399,17103,1395,191592.0
9/1/20,3763,21665,6421,9178,908,3587,20368,3708,20163,1212,8342,18468,10763,7507,11213,18380,980,5425,1402,17124,1397,191974.0
9/2/20,3769,21691,6457,9198,913,3594,20392,3719,20197,1216,8349,18483,10780,7514,11259,18416,982,5426,1402,17137,1397,192291.0
9/3/20,3778,21724,6499,9237,913,3598,20407,3731,20206,1221,8371,18507,10818,7524,11305,18439,984,5437,1409,17161,1399,192668.0
9/4/20,3784,21752,6521,9270,921,3606,20463,3762,20227,1223,8390,18531,10862,7548,11358,18469,988,5446,1408,17187,1399,193115.0
9/5/20,3792,21755,6541,9292,930,3615,20488,3783,20243,1228,8401,18553,10890,7562,11427,18484,992,5451,1413,17196,1404,193440.0
9/6/20,3798,21788,6559,9311,933,3619,20505,3809,20261,1229,8406,18586,10926,7569,11462,18499,995,5462,1412,17212,1409,193750.0
9/7/20,3820,21816,6581,9336,939,3630,20528,3830,20286,1234,8422,18603,10951,7581,11495,18520,994,5478,1416,17218,1408,194086.0
9/8/20,3827,21844,6606,9355,944,3638,20545,3853,20293,1235,8432,18625,10966,7592,11522,18533,999,5481,1421,17238,1411,194360.0
9/9/20,3840,21872,6623,9384,946,3649,20574,3895,20305,1242,8439,18649,11002,7596,11543,18560,1004,5489,1421,17248,1410,194691.0
9/10/20,3849,21894,6641,9413,949,3663,20591,3945,20329,1245,8455,18703,11043,7603,11598,18579,1003,5508,1416,17267,1412,195106.0
9/11/20,3865,21925,6661,9445,955,3673,20606,3991,20344,1249,8467,18760,11102,7610,11655,18608,1007,5529,1422,17286,1415,195575.0
9/12/20,3875,21935,6694,9460,964,3684,20633,4027,20362,1253,8481,18814,11158,7630,11713,18640,1014,5552,1425,17299,1418,196031.0
9/13/20,3887,21966,6716,9476,963,3688,20657,4058,20371,1256,8491,18842,11190,7628,11743,18661,1014,5558,1425,17315,1418,196323.0
9/14/20,3895,21995,6747,9506,968,3698,20669,4082,20385,1264,8498,18870,11217,7647,11774,18673,1016,5575,1428,17324,1424,196655.0
9/15/20,3911,21999,6782,9534,982,3700,20702,4147,20403,1264,8510,18909,11268,7671,11821,18690,1022,5596,1430,17337,1425,197103.0
9/16/20,3920,22030,6801,9563,981,3702,20723,4178,20422,1273,8526,18931,11287,7674,11897,18719,1028,5611,1429,17355,1422,197472.0
