Date,Barbour,Berkeley,Boone,Braxton,Brooke,Cabell,Calhoun,Clay,Doddridge,Fayette,Gilmer,Grant,Greenbrier,Hampshire,Hancock,Hardy,Harrison,Jackson,Jefferson,Kanawha,Lewis,Lincoln,Logan,Marion,Marshall,Mason,McDowell,Mercer,Mineral,Mingo,Monongalia,Monroe,Morgan,Nicholas,Ohio,Pendleton,Pleasants,Pocahontas,Preston,Putnam,Raleigh,Randolph,Ritchie,Roane,Summers,Taylor,Tucker,Tyler,Upshur,Wayne,Webster,Wetzel,Wirt,Wood,Wyoming,Total
5/12/20,7,191,9,2,3,53,0,2,0,34,8,3,8,10,12,17,34,136,88,186,4,5,14,46,22,14,6,12,23,3,114,6,17,8,37,5,2,2,14,28,10,5,1,8,1,8,4,3,6,93,0,6,3,44,1,1378.0
5/13/20,7,197,9,2,3,53,0,2,0,34,8,5,8,10,12,20,34,136,91,189,4,5,14,46,22,14,6,12,25,3,114,6,17,8,37,5,2,2,14,29,10,5,1,8,1,8,4,3,6,93,0,6,3,44,1,1398.0
5/14/20,7,200,9,2,3,53,0,2,0,36,8,6,8,11,12,25,34,137,95,198,4,5,14,47,23,14,6,12,25,3,114,6,17,9,37,5,2,2,14,29,10,5,1,8,1,8,4,3,6,93,0,6,3,44,1,1427.0
5/15/20,7,205,9,2,3,55,0,2,0,38,8,6,8,12,12,25,34,137,97,202,4,5,14,46,23,14,6,12,26,3,114,6,17,9,37,5,2,2,15,29,10,5,1,8,1,8,4,3,6,95,0,6,3,45,1,1447.0
5/16/20,7,207,9,2,3,56,1,2,0,38,8,6,8,12,12,25,35,136,98,206,4,5,14,47,23,15,6,12,27,4,115,6,17,9,38,5,2,4,15,29,10,5,1,9,1,8,4,3,6,96,0,7,3,47,2,1470.0
5/17/20,7,210,9,2,3,57,2,2,0,38,8,6,9,12,12,25,35,136,100,207,5,5,15,48,24,15,6,12,28,4,117,6,17,9,38,5,2,8,15,29,10,7,1,9,1,8,4,3,6,96,0,7,3,47,2,1492.0
5/18/20,7,215,9,2,3,56,2,2,0,38,8,6,9,12,12,31,35,135,101,203,5,5,15,48,25,15,6,13,29,3,116,6,17,9,37,5,2,8,15,29,12,7,1,9,1,8,4,3,6,96,0,7,3,48,3,1502.0
5/19/20,7,215,9,2,3,56,2,2,0,38,8,6,9,12,12,31,35,135,101,203,5,5,15,48,25,15,6,13,29,3,116,6,17,9,37,5,2,8,15,29,12,7,1,9,1,8,4,3,6,96,0,7,3,48,3,1502.0
5/20/20,7,245,9,2,3,55,2,2,0,39,9,6,9,12,12,33,37,135,115,205,5,5,15,48,25,15,6,13,34,3,118,6,17,9,37,5,2,10,15,30,14,9,1,8,1,8,4,3,6,96,0,7,4,48,3,1567.0
5/21/20,7,248,9,2,3,55,2,2,0,39,9,6,9,12,13,34,37,135,131,205,5,5,15,48,26,15,6,13,34,3,118,6,17,9,38,5,2,13,15,30,14,9,1,8,1,8,4,3,6,96,0,7,4,48,3,1593.0
5/22/20,7,256,9,2,3,57,2,2,0,42,9,6,9,13,15,35,38,135,140,212,5,5,16,48,27,15,6,13,36,3,119,6,17,10,38,6,3,24,15,31,14,28,1,8,1,8,4,3,6,97,0,8,4,48,3,1668.0
5/23/20,7,256,9,2,3,57,2,2,0,42,9,6,9,13,15,35,38,135,140,212,5,5,16,48,27,15,6,13,36,3,119,6,17,10,38,6,3,24,15,31,14,28,1,8,1,8,4,3,6,97,0,8,4,48,3,1668.0
5/24/20,7,285,9,2,3,59,2,2,0,46,10,9,9,15,18,37,39,135,153,212,5,5,16,48,27,16,6,13,38,5,121,7,17,10,38,9,4,24,20,31,15,36,1,8,2,8,4,3,7,97,0,8,4,51,3,1759.0
5/25/20,7,286,9,2,3,59,2,2,0,45,10,11,9,21,18,37,39,135,154,212,5,5,16,50,27,16,6,13,38,5,121,7,18,10,39,9,4,24,21,32,15,36,1,8,2,8,4,3,7,97,0,8,4,51,3,1774.0
5/26/20,7,286,9,2,3,59,2,2,0,45,10,11,9,21,18,37,39,135,154,212,5,5,16,50,27,16,6,13,38,5,121,7,18,10,39,9,4,24,21,32,15,36,1,8,2,8,4,3,7,97,0,8,4,51,3,1774.0
5/27/20,9,297,9,2,4,60,2,2,0,47,10,11,9,23,17,38,40,135,167,216,6,5,16,51,28,15,6,13,41,6,129,7,18,10,41,10,5,17,22,33,16,104,1,10,1,9,4,3,7,97,0,9,4,54,3,1899.0
5/28/20,9,298,10,2,4,61,2,2,0,46,10,11,9,29,17,38,40,135,168,218,6,5,17,51,28,15,6,13,44,6,131,7,18,8,41,11,4,18,22,35,16,123,1,9,1,8,4,3,7,98,0,8,4,54,3,1934.0
5/29/20,9,301,10,2,4,61,2,2,0,46,10,11,9,29,17,38,41,135,172,220,7,5,17,50,28,15,6,13,45,7,132,7,18,8,41,11,4,19,22,35,16,126,1,9,1,8,4,3,7,98,0,8,4,54,3,1951.0
5/30/20,9,307,9,2,5,64,2,4,0,46,10,12,9,28,18,39,40,137,180,226,8,6,17,50,29,15,6,13,44,6,133,7,18,8,41,12,4,21,25,35,16,129,1,9,1,8,4,3,7,98,0,8,4,53,3,1989.0
5/31/20,9,308,9,2,5,66,2,4,0,48,10,12,9,29,18,39,41,137,182,229,9,6,17,51,30,15,6,13,46,7,133,7,18,8,42,12,4,21,25,34,16,131,1,9,1,8,4,3,7,99,0,8,4,53,3,2010.0
6/1/20,9,314,9,2,5,66,2,5,0,50,10,12,9,31,19,39,40,137,184,229,9,6,17,51,30,15,6,13,47,7,133,7,18,8,42,13,4,21,25,34,16,131,1,9,1,9,4,3,7,100,0,9,4,53,3,2028.0
6/2/20,9,319,9,2,5,67,2,5,0,50,10,12,9,31,19,39,40,137,197,230,9,5,17,51,30,15,6,13,47,7,137,8,19,8,42,13,4,21,24,37,16,131,1,9,1,9,4,3,7,102,0,9,4,53,2,2056.0
6/3/20,8,326,9,2,5,67,2,6,0,52,10,12,9,31,19,39,40,137,199,230,9,5,19,51,30,15,6,13,47,8,135,8,19,9,47,13,4,21,24,38,17,132,1,9,1,9,4,3,7,102,0,9,4,53,2,2077.0
6/4/20,8,336,11,2,5,69,2,6,0,52,10,12,9,31,20,39,40,138,204,231,9,5,19,51,30,15,6,13,48,8,135,8,19,9,47,13,4,21,24,38,17,132,1,9,1,10,4,3,7,103,0,9,4,53,2,2102.0
6/5/20,8,340,11,2,5,69,2,7,0,54,10,12,9,33,20,40,40,138,203,233,9,5,20,52,30,15,6,13,50,8,138,8,19,8,48,13,4,21,24,38,17,132,1,9,1,9,4,3,7,103,0,9,4,53,2,2119.0
6/6/20,8,343,11,2,5,70,2,7,0,54,10,12,9,34,20,40,40,138,204,236,8,5,20,53,31,15,6,13,51,8,140,8,19,8,48,13,4,21,24,39,17,132,1,9,1,9,6,3,7,103,0,9,4,54,2,2136.0
6/7/20,8,344,15,2,5,70,2,7,0,54,10,12,9,33,20,40,40,138,204,237,8,5,20,53,31,15,6,13,50,8,141,8,19,8,48,13,4,21,24,39,18,132,1,10,1,9,6,3,7,103,0,9,4,54,3,2144.0
6/8/20,8,347,15,2,5,70,2,7,0,54,10,14,9,33,20,40,40,140,204,242,8,5,20,53,32,15,6,13,50,9,141,8,19,7,50,13,4,21,24,40,18,134,1,10,1,9,6,3,7,103,0,9,4,53,3,2161.0
6/9/20,8,350,16,2,5,70,2,7,0,54,10,14,9,33,20,40,40,141,204,241,8,5,20,53,32,15,6,13,50,9,141,8,19,7,51,13,4,21,24,40,18,137,1,10,1,9,6,3,7,103,0,9,4,53,3,2169.0
6/10/20,9,361,15,2,5,71,2,7,0,54,10,14,9,35,20,40,41,141,204,241,8,5,20,53,34,15,6,13,51,10,142,8,19,7,52,13,4,21,24,41,18,140,2,10,1,9,4,3,7,103,0,9,4,54,3,2194.0
6/11/20,10,369,17,3,5,71,2,7,0,54,10,16,9,35,20,40,43,141,205,244,8,5,21,53,34,15,6,13,51,11,142,8,19,7,53,13,4,21,24,41,19,138,2,9,1,10,4,3,7,103,0,9,4,53,5,2217.0
6/12/20,10,376,17,3,5,72,2,8,0,54,10,16,11,35,20,40,43,141,205,247,8,5,21,53,37,15,6,13,51,12,142,9,19,7,53,13,4,21,24,42,23,141,2,10,1,10,5,3,7,104,0,9,4,55,5,2249.0
6/13/20,10,386,17,3,5,71,2,10,0,54,10,16,13,39,20,40,46,141,207,245,8,5,21,54,38,15,6,14,51,12,143,9,19,7,54,13,4,21,24,42,23,141,2,10,1,10,5,3,7,104,0,9,4,55,5,2274.0
6/14/20,10,386,17,3,5,71,2,10,0,54,10,16,21,39,20,40,46,141,207,246,8,5,21,54,38,15,6,14,51,12,145,9,19,7,55,13,4,21,24,42,26,141,2,10,1,10,5,3,7,105,0,9,4,55,5,2290.0
6/15/20,10,395,18,3,6,75,2,10,0,54,10,16,30,39,20,40,48,141,209,247,8,5,21,53,37,15,6,14,51,12,145,9,19,7,57,13,4,21,24,42,26,140,2,11,1,10,5,3,7,106,0,9,4,56,5,2321.0
6/16/20,10,399,19,3,6,75,2,10,0,54,10,16,37,40,20,40,49,141,211,249,8,5,21,53,38,15,6,14,51,12,145,9,19,7,56,13,4,21,25,42,25,141,2,11,1,10,5,3,7,106,0,9,4,56,5,2340.0
6/17/20,11,407,20,3,6,77,2,10,0,54,10,16,37,40,20,41,49,141,213,253,8,5,21,53,38,15,6,15,52,12,147,9,19,7,58,13,4,21,29,40,27,144,2,11,1,12,5,3,9,106,0,9,4,56,5,2376.0
6/18/20,11,415,20,3,6,79,2,10,0,56,10,16,42,40,21,41,49,141,213,256,14,5,21,53,37,15,6,16,52,12,147,9,19,7,60,13,4,22,36,40,27,146,2,11,1,12,5,3,11,106,0,9,4,56,6,2418.0
6/19/20,11,427,20,3,6,80,2,10,0,56,10,16,42,40,21,41,49,141,215,261,15,5,21,53,37,15,6,16,53,14,149,9,20,7,67,13,4,22,43,41,29,148,2,11,1,13,5,3,13,106,0,9,4,56,7,2468.0
6/20/20,11,429,20,3,6,81,2,10,0,57,10,16,48,40,21,41,49,141,215,264,15,5,21,53,37,15,6,19,53,14,150,9,20,7,70,13,4,24,48,44,30,149,3,12,1,13,5,3,11,106,0,9,4,56,7,2500.0
6/21/20,12,432,20,3,6,83,2,10,0,58,10,16,50,40,21,41,49,141,215,266,15,5,21,55,37,15,6,22,53,14,151,9,20,7,70,13,4,24,61,44,32,150,3,12,1,13,5,3,11,106,0,9,4,56,7,2533.0
6/22/20,13,433,19,3,6,84,2,10,0,58,10,16,51,40,21,42,50,141,216,268,15,5,21,55,37,15,6,22,53,14,154,9,20,7,72,13,5,24,63,44,34,150,3,12,1,13,5,3,11,106,0,9,4,56,7,2551.0
6/23/20,15,438,19,3,7,91,2,10,0,59,10,16,51,40,20,42,50,141,216,270,15,5,21,55,39,16,6,22,54,15,160,9,20,7,74,13,5,24,64,44,34,154,3,11,1,14,6,3,11,107,0,9,4,59,7,2591.0
6/24/20,15,440,19,3,11,100,2,10,0,62,10,16,52,40,20,42,53,142,217,271,15,5,21,54,39,16,6,27,54,15,159,9,20,8,76,13,5,24,64,45,35,154,2,11,1,14,6,3,14,108,0,9,4,61,7,2629.0
6/25/20,15,441,19,3,9,105,2,10,0,64,11,16,57,40,20,42,56,142,219,286,15,5,21,55,39,16,6,30,54,16,161,9,20,8,78,13,5,24,70,50,43,155,2,11,1,14,6,3,14,110,1,9,4,62,7,2694.0
6/26/20,15,446,20,3,9,110,2,10,0,62,12,16,57,40,21,42,56,142,219,288,15,5,22,55,41,16,6,31,54,16,164,10,20,8,78,13,5,24,74,51,47,155,2,11,1,14,6,3,14,110,1,10,4,67,7,2730.0
6/27/20,15,449,20,3,9,116,2,10,0,64,12,16,58,40,22,43,60,142,222,292,16,5,22,56,43,16,6,33,55,17,166,11,20,8,84,13,5,24,74,51,47,155,2,11,1,16,6,4,14,110,1,10,4,74,7,2782.0
6/28/20,15,450,20,4,9,118,2,10,0,67,12,16,59,41,22,43,61,142,224,301,17,7,23,56,42,16,6,36,55,17,167,11,20,8,87,13,5,24,75,52,51,155,2,11,2,16,6,4,16,111,1,10,4,83,7,2832.0
6/29/20,15,454,20,4,9,122,2,10,0,66,12,16,58,41,22,43,60,143,224,309,17,8,23,55,42,17,6,37,56,18,171,12,20,10,89,13,5,24,77,53,52,156,2,11,2,16,6,4,19,111,1,10,4,86,7,2870.0
6/30/20,15,458,21,3,9,124,2,10,0,66,13,16,58,41,22,44,61,143,224,316,19,8,22,59,40,18,6,39,56,20,171,12,20,10,91,13,5,25,78,55,52,156,2,11,2,16,6,4,19,111,1,10,4,86,7,2900.0
7/1/20,15,460,21,3,9,130,2,10,0,66,13,16,59,42,23,44,65,143,232,328,19,8,24,61,41,19,6,44,57,23,180,12,20,10,96,13,5,25,79,58,53,162,2,11,2,16,6,4,21,112,1,10,4,87,7,2979.0
7/2/20,15,461,20,3,9,142,2,10,0,67,13,16,60,42,23,45,66,143,234,333,20,8,25,63,41,19,6,45,57,22,193,14,20,12,100,13,5,28,82,60,54,162,2,11,2,16,6,4,21,115,0,10,4,102,7,3053.0
7/3/20,15,468,23,3,9,149,2,10,0,67,13,16,60,42,26,45,69,143,238,333,20,8,26,66,42,19,6,45,57,22,207,14,20,13,103,13,5,29,84,61,56,167,2,11,2,17,6,4,21,115,0,12,4,111,7,3126.0
7/4/20,15,478,23,3,10,153,2,10,0,67,13,16,63,42,26,45,70,143,241,336,20,8,26,70,42,20,6,48,57,23,230,15,20,14,105,13,5,31,86,64,56,169,2,11,2,18,6,4,21,115,0,12,4,119,7,3205.0
7/5/20,15,480,23,3,11,158,2,10,0,68,13,16,64,42,28,45,71,144,242,343,20,8,26,71,42,21,6,50,58,23,240,16,20,14,108,13,5,31,86,64,61,171,2,11,2,17,6,5,21,117,0,14,4,124,7,3262.0
7/6/20,17,492,24,3,15,167,2,11,0,72,13,16,66,42,32,45,79,145,245,355,20,9,26,88,44,21,6,57,58,23,299,16,20,15,110,14,5,31,89,69,63,171,2,11,2,17,6,5,21,120,1,18,5,132,7,3442.0
7/7/20,17,500,28,3,15,172,2,11,0,75,13,16,67,42,32,45,84,145,249,360,20,9,28,90,45,21,6,57,58,22,309,15,20,15,110,14,5,37,89,70,65,171,2,11,2,18,6,5,22,120,1,18,5,136,7,3505.0
7/8/20,17,508,27,3,15,184,4,11,0,78,13,16,67,42,34,46,91,148,249,376,20,10,30,95,49,21,6,59,61,26,395,15,20,15,113,14,5,37,91,75,65,172,2,11,2,19,6,7,22,120,1,25,5,157,7,3707.0
7/9/20,17,517,29,3,19,186,4,11,0,79,13,16,68,42,35,46,104,149,252,384,20,10,31,96,55,23,8,61,62,27,419,15,20,16,122,14,6,37,94,78,68,176,2,12,2,20,6,7,23,121,1,26,5,162,7,3826.0
7/10/20,18,523,31,4,25,194,4,11,0,79,13,19,69,42,38,46,109,148,253,393,20,10,35,98,58,23,8,62,64,29,468,15,20,16,138,16,5,37,95,79,71,186,2,12,2,23,6,9,23,122,1,30,6,168,7,3983.0
7/11/20,19,531,33,5,24,198,4,12,0,79,13,19,71,42,41,46,115,148,253,410,22,9,36,108,63,24,8,62,65,30,524,15,20,21,140,16,5,37,93,86,76,187,2,12,2,23,6,10,25,124,1,34,6,184,7,4146.0
7/12/20,19,533,33,5,27,200,4,12,0,81,13,20,71,42,42,47,122,148,256,421,24,9,40,111,65,24,8,62,68,32,539,15,20,21,148,16,5,37,100,89,80,189,2,12,2,23,6,10,32,124,1,36,6,185,7,4244.0
7/13/20,20,537,34,5,28,199,4,12,0,84,13,22,71,42,44,47,122,148,258,433,22,9,39,109,66,25,8,63,68,31,568,15,20,20,147,16,5,38,102,91,83,190,2,12,2,23,6,10,33,128,1,37,6,188,7,4313.0
7/14/20,20,543,38,5,30,202,4,13,0,84,13,21,71,44,46,47,126,148,258,434,23,9,39,113,68,26,11,63,70,31,610,15,20,20,148,17,5,38,105,91,84,191,2,12,2,23,7,10,33,129,1,37,6,194,7,4407.0
7/15/20,23,550,46,5,33,204,4,13,0,89,13,21,74,45,50,48,131,148,261,454,24,12,41,119,72,26,12,67,70,36,638,15,20,20,158,18,5,38,107,94,86,194,2,12,2,23,7,10,33,137,1,38,6,195,7,4557.0
7/16/20,24,555,50,5,32,209,4,14,0,95,13,22,74,44,50,49,134,148,262,475,24,15,40,123,75,26,12,67,70,41,648,15,20,20,162,18,5,38,109,97,88,195,3,12,2,27,7,10,33,143,1,38,6,201,7,4657.0
7/17/20,24,558,53,6,36,214,4,15,0,98,13,22,76,46,54,49,134,149,267,484,25,19,42,127,78,26,12,68,71,50,669,15,20,20,173,19,5,38,114,100,95,198,3,12,2,27,7,10,33,146,2,40,6,202,7,4783.0
7/18/20,25,564,57,7,38,233,4,15,0,101,13,22,76,46,54,49,136,149,268,498,25,20,43,133,81,27,12,68,72,51,701,15,21,20,173,20,5,38,114,106,95,198,3,12,2,29,7,10,33,147,2,40,6,203,7,4894.0
7/19/20,25,566,57,7,40,233,5,15,0,101,13,22,76,48,59,49,138,149,272,521,25,20,43,135,81,27,12,72,73,53,727,17,21,20,177,20,5,38,115,112,95,198,3,12,2,30,7,10,33,151,2,40,6,205,7,4990.0
7/20/20,25,568,61,7,39,229,5,16,0,102,13,24,80,50,62,49,141,149,274,536,25,21,46,139,83,28,12,72,73,55,754,17,21,21,178,20,6,38,113,116,101,199,3,12,2,30,7,10,33,153,2,42,6,208,8,5084.0
7/21/20,26,568,61,7,39,229,5,17,0,102,13,26,80,51,65,50,142,149,274,546,25,30,47,140,83,30,12,74,78,62,763,17,22,23,179,20,6,39,114,116,111,202,3,12,2,30,7,10,33,162,2,42,6,212,8,5172.0
7/22/20,26,569,61,7,40,229,5,17,0,102,13,26,80,51,68,50,143,150,274,552,25,30,49,143,86,30,12,74,78,65,767,17,22,23,181,21,6,40,114,117,111,202,3,12,2,31,7,10,34,162,2,42,6,214,11,5212.0
7/23/20,27,570,63,7,41,249,5,17,0,107,13,35,81,55,69,50,148,151,275,601,25,37,59,148,89,32,12,76,86,75,799,18,24,23,210,25,6,40,114,125,118,202,3,12,2,34,7,10,34,166,3,42,6,214,12,5452.0
7/24/20,28,598,67,8,43,252,5,17,0,111,14,38,82,55,84,50,153,153,278,653,25,39,66,150,94,38,13,79,89,79,806,19,25,23,217,26,6,40,114,133,122,202,3,12,2,36,7,11,36,168,3,41,6,219,15,5653.0
7/25/20,28,608,69,8,46,267,5,17,0,112,14,39,82,55,85,50,155,153,279,660,25,46,72,153,95,40,14,81,91,83,814,19,25,23,227,28,7,40,117,136,125,205,3,14,4,40,8,11,36,175,3,41,6,221,15,5775.0
7/26/20,28,608,70,8,48,281,5,17,2,114,14,41,81,56,85,51,160,153,280,683,25,48,86,158,98,41,15,84,96,93,817,19,25,23,230,28,7,40,119,140,130,205,3,14,4,40,8,11,35,175,3,41,6,222,15,5889.0
7/27/20,28,618,70,8,48,287,6,17,2,117,14,43,82,62,85,51,162,153,284,696,25,51,89,160,100,41,15,87,99,101,830,19,25,24,230,28,7,40,120,149,135,206,3,14,6,40,8,11,36,177,3,41,6,224,16,5999.0
7/28/20,28,622,68,8,52,290,6,17,2,121,14,43,83,65,91,51,166,154,285,710,25,53,93,159,111,41,17,108,98,106,840,19,25,27,241,28,7,41,120,153,138,206,3,14,5,39,8,11,36,176,3,41,6,229,17,6120.0
7/29/20,29,631,69,8,53,291,6,17,3,122,14,66,83,67,93,52,171,157,285,723,25,56,103,162,116,41,19,125,103,111,855,19,25,28,241,37,7,41,120,153,147,206,3,14,5,43,9,11,38,178,3,41,6,229,17,6277.0
7/30/20,29,634,70,8,54,306,6,17,4,124,14,66,83,70,92,54,176,157,285,747,25,55,108,169,118,45,20,126,104,112,867,19,25,29,243,35,7,41,120,150,154,206,3,14,5,45,9,11,38,178,3,41,6,230,18,6375.0
7/31/20,29,642,75,8,60,312,6,17,4,125,16,67,85,71,96,54,179,157,287,789,26,59,131,170,122,45,26,136,107,117,885,19,26,32,246,37,7,41,123,158,164,207,3,14,7,52,9,12,38,179,3,41,6,231,21,6579.0
8/1/20,29,651,76,8,61,325,6,17,4,129,16,73,85,74,100,54,187,157,287,808,26,62,137,172,124,46,32,139,109,125,909,19,26,32,249,37,8,41,123,163,182,207,3,14,7,52,10,12,38,182,3,41,6,234,21,6738.0
8/2/20,29,655,77,8,62,328,6,17,4,129,16,77,87,74,100,54,193,157,289,822,27,68,148,176,125,46,37,164,110,127,916,19,26,32,252,37,8,41,123,167,189,207,3,14,7,53,10,12,38,184,3,41,6,235,23,6858.0
8/3/20,29,657,79,8,62,338,6,17,4,131,16,81,87,74,102,54,198,157,292,851,27,68,154,179,127,49,44,165,113,134,925,19,26,32,255,38,8,41,124,172,196,207,3,14,7,53,11,12,38,185,3,41,6,236,23,6978.0
8/4/20,29,661,88,8,62,350,6,18,4,131,16,81,87,74,104,54,199,158,292,851,27,69,157,179,129,50,46,167,114,144,929,19,26,33,260,41,8,41,125,174,198,207,3,14,7,53,11,12,39,191,3,41,6,240,23,7059.0
8/5/20,30,670,92,8,62,362,6,18,4,134,16,89,88,75,106,54,204,158,292,856,28,75,162,179,129,51,48,173,116,153,929,19,26,33,263,42,9,41,125,174,207,207,3,14,7,55,11,12,39,194,3,41,6,240,24,7162.0
8/6/20,29,675,95,8,61,367,6,18,5,137,16,97,88,76,107,57,207,160,294,876,28,79,176,179,128,53,49,174,116,156,929,19,26,35,265,58,10,41,123,178,210,206,3,14,7,56,11,13,39,196,4,41,6,242,29,7278.0
8/7/20,29,686,97,8,62,373,6,18,5,140,16,117,91,76,109,58,214,162,294,898,29,81,209,183,130,54,58,177,117,158,935,21,26,36,266,58,12,41,123,186,215,208,3,15,7,56,11,13,39,200,4,42,6,243,31,7452.0
8/8/20,29,693,100,8,62,389,6,18,6,144,16,119,92,76,111,58,219,162,294,911,29,88,221,186,131,54,58,182,120,172,938,21,26,37,266,39,12,41,124,193,227,208,3,15,10,56,10,13,39,203,4,42,6,245,31,7563.0
8/9/20,29,696,101,8,64,400,6,18,6,148,16,121,93,76,112,58,221,162,294,935,29,88,228,191,131,56,62,196,121,173,939,21,28,37,268,40,13,41,125,195,253,210,3,15,11,56,10,13,40,208,4,42,6,247,31,7695.0
8/10/20,29,698,101,8,64,404,6,18,6,151,17,121,93,76,112,61,226,165,296,938,29,88,234,191,131,56,64,200,123,173,945,21,29,37,269,41,13,41,125,195,255,210,3,15,12,56,10,13,40,210,4,43,7,250,34,7757.0
8/11/20,29,699,105,8,67,409,6,18,6,154,17,121,93,76,112,61,232,165,296,960,29,94,246,192,130,63,64,203,125,182,950,21,30,37,272,42,14,42,125,200,259,211,3,16,14,59,10,15,40,212,4,44,7,256,34,7879.0
8/12/20,29,713,109,8,70,428,6,18,6,155,17,129,93,80,112,61,235,166,299,976,29,95,264,193,130,66,64,209,127,183,953,21,30,40,272,42,14,42,125,203,267,211,3,16,15,59,10,15,40,214,4,44,7,264,37,8018.0
8/13/20,29,720,112,8,70,431,6,18,6,160,17,131,93,84,112,62,238,166,302,1020,29,96,276,195,130,67,64,216,127,195,962,21,31,40,272,42,14,42,125,204,276,212,3,19,16,60,11,15,40,214,4,44,7,266,43,8163.0
8/14/20,31,727,114,8,72,436,6,18,6,166,18,131,94,86,112,62,240,166,303,1046,28,97,285,198,130,70,65,219,127,198,973,21,32,40,275,42,14,42,127,207,282,213,3,19,17,61,11,15,40,214,4,44,7,269,46,8277.0
8/15/20,31,733,117,8,74,447,6,18,6,166,18,131,95,86,112,63,243,166,304,1066,28,105,354,199,130,70,66,227,127,200,986,21,32,40,278,42,14,42,128,216,292,213,3,19,18,61,11,15,40,218,4,45,7,275,46,8462.0
8/16/20,33,734,118,8,76,450,7,18,6,170,18,131,96,88,113,63,248,168,305,1080,28,108,356,199,130,73,67,240,127,201,989,21,33,40,279,43,14,42,130,218,297,214,3,19,19,74,11,15,40,221,4,45,7,283,47,8567.0
8/17/20,33,738,120,8,77,459,7,18,6,170,18,131,96,89,114,63,248,168,305,1095,28,108,362,199,130,74,67,243,127,202,992,21,33,40,283,43,14,42,130,225,304,214,3,20,19,81,11,15,40,221,4,45,7,283,48,8641.0
8/18/20,33,745,123,8,79,466,7,18,6,175,18,131,96,90,114,64,248,169,310,1113,28,110,374,202,130,75,67,244,129,204,1001,21,33,40,285,43,14,42,131,227,304,217,3,20,19,84,11,15,40,221,6,45,7,285,48,8738.0
8/19/20,33,748,124,10,79,478,7,18,6,178,18,131,96,90,115,64,248,172,310,1122,28,111,380,203,131,77,67,245,129,204,1003,22,33,40,285,47,14,42,131,228,310,218,3,20,19,86,11,15,40,221,7,45,7,290,48,8807.0
8/20/20,33,753,125,10,82,485,7,19,6,183,18,131,96,91,115,64,250,178,312,1161,30,116,418,205,133,82,67,256,129,210,1014,27,34,40,285,47,14,42,132,236,314,218,3,20,19,87,11,15,40,223,7,45,7,290,52,8987.0
8/21/20,33,757,127,10,83,487,8,19,6,183,18,131,96,91,116,64,250,182,315,1178,32,116,425,206,134,82,67,264,129,210,1030,31,37,40,285,47,14,42,133,237,319,218,3,23,19,88,11,15,41,224,7,45,7,290,52,9077.0
8/22/20,33,764,127,9,83,486,8,19,6,187,18,133,99,91,116,63,252,188,318,1194,32,115,431,207,135,82,66,272,129,208,1040,57,37,40,286,48,14,42,134,244,320,219,3,23,18,98,11,15,40,226,7,45,7,289,51,9185.0
8/23/20,33,766,127,9,84,487,8,19,6,187,18,133,100,91,118,63,255,190,322,1214,32,115,437,207,135,83,66,274,131,213,1053,65,37,42,288,48,14,42,134,245,324,220,3,24,18,100,11,15,40,226,7,45,7,291,51,9273.0
8/24/20,33,767,128,9,85,490,8,19,6,187,18,133,100,92,118,63,256,190,324,1225,32,115,439,208,135,84,66,276,131,213,1060,65,37,43,288,48,14,42,135,247,325,220,3,25,18,101,11,15,40,227,7,45,7,291,51,9315.0
8/25/20,33,769,130,9,85,493,8,19,6,188,18,134,98,92,118,66,258,192,328,1246,32,115,446,211,134,86,66,276,131,219,1059,79,37,44,289,48,14,42,136,252,328,221,3,25,18,100,11,15,40,230,7,45,7,292,51,9399.0
8/26/20,33,777,131,9,85,501,8,19,6,195,18,138,99,91,118,66,259,194,332,1281,32,115,454,212,134,91,72,284,131,222,1072,91,37,47,289,44,14,42,136,254,331,220,3,25,18,103,11,15,41,232,7,45,8,297,55,9544.0
8/27/20,33,780,132,9,85,502,8,19,6,215,18,139,99,91,118,70,260,198,336,1294,32,111,454,212,133,94,71,287,140,224,1075,95,37,47,288,44,14,42,136,257,332,221,3,24,18,103,11,15,43,238,7,45,9,298,61,9633.0
8/28/20,33,788,134,9,86,509,9,20,6,235,18,140,103,91,118,71,262,200,347,1338,32,112,471,215,133,102,71,290,144,229,1083,95,37,47,289,44,14,42,138,265,340,221,5,26,19,104,11,15,43,242,7,45,9,305,64,9826.0
8/29/20,33,794,139,9,88,524,9,20,6,247,18,140,106,91,121,72,263,200,352,1363,32,113,476,216,133,102,71,290,144,232,1093,114,37,50,290,44,15,42,139,274,346,222,5,26,19,105,11,15,43,246,7,45,7,305,66,9970.0
8/30/20,33,798,139,9,88,530,9,26,6,268,18,139,106,92,122,73,265,201,355,1393,32,115,479,217,133,102,70,297,144,236,1113,117,37,52,290,44,15,42,140,278,356,223,5,29,19,105,11,15,43,248,7,45,9,305,66,10109.0
8/31/20,33,801,139,9,88,541,10,27,6,292,18,141,105,92,122,73,265,202,356,1417,32,115,484,220,133,104,70,310,145,243,1126,123,38,52,293,44,15,42,140,283,363,224,5,31,19,105,11,15,43,248,7,45,9,308,67,10249.0
9/1/20,33,804,143,9,94,544,10,27,6,360,19,141,105,92,122,75,269,205,360,1491,32,119,493,220,133,105,70,311,147,249,1170,124,38,52,293,45,15,45,140,286,366,226,5,33,20,106,11,15,43,253,7,45,9,310,68,10513.0
