Date,Beaver,Box Elder,Cache,Carbon,Daggett,Davis,Duchesne,Emery,Garfield,Grand,Iron,Juab,Kane,Millard,Morgan,Piute,Rich,Salt Lake,San Juan,Sanpete,Sevier,Summit,Tooele,Uintah,Utah,Wasatch,Washington,Wayne,Weber,Total
8/5/20,0,0,0,0,0,3094,0,0,0,0,0,0,0,0,0,0,0,19875,632,0,0,701,564,0,8271,538,0,0,0,33675.0
8/6/20,0,0,0,0,0,3129,0,0,0,0,0,0,0,0,0,0,0,20082,645,0,0,706,573,0,8434,545,0,0,0,34114.0
8/7/20,0,0,0,0,0,3156,0,0,0,0,0,0,0,0,0,0,0,20287,648,0,0,706,579,0,8536,552,0,0,0,34464.0
8/8/20,0,0,0,0,0,3194,0,0,0,0,0,0,0,0,0,0,0,20446,648,0,0,706,579,0,8630,558,0,0,0,34761.0
8/9/20,0,0,0,0,0,3224,0,0,0,0,0,0,0,0,0,0,0,20628,648,0,0,710,581,0,8719,563,0,0,0,35073.0
8/10/20,0,0,0,0,0,3232,0,0,0,0,0,0,0,0,0,0,0,20748,650,0,0,713,583,0,8794,568,0,0,0,35288.0
8/11/20,0,0,0,0,0,3256,0,0,0,0,0,0,0,0,0,0,0,20903,653,0,0,714,584,0,8887,576,0,0,0,35573.0
8/12/20,0,0,0,0,0,3294,0,0,0,0,0,0,0,0,0,0,0,21034,650,0,0,717,588,0,8983,583,0,0,0,35849.0
8/13/20,0,0,0,0,0,3316,0,0,0,0,0,0,0,0,0,0,0,21199,651,0,0,718,598,0,9062,584,0,0,0,36128.0
8/14/20,0,0,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,21462,655,0,0,724,603,0,9216,588,0,0,0,36608.0
8/15/20,0,0,0,0,0,3388,0,0,0,0,0,0,0,0,0,0,0,21621,653,0,0,729,613,0,9304,592,0,0,0,36900.0
8/16/20,0,0,0,0,0,3414,0,0,0,0,0,0,0,0,0,0,0,21771,653,0,0,733,618,0,9398,598,0,0,0,37185.0
8/17/20,0,0,0,0,0,3422,0,0,0,0,0,0,0,0,0,0,0,21870,653,0,0,746,619,0,9478,600,0,0,0,37388.0
8/18/20,0,0,0,0,0,3442,0,0,0,0,0,0,0,0,0,0,0,21951,656,0,0,758,623,0,9576,600,0,0,0,37606.0
8/19/20,0,0,0,0,0,3466,0,0,0,0,0,0,0,0,0,0,0,22102,658,0,0,765,629,0,9683,601,0,0,0,37904.0
8/20/20,0,0,0,0,0,3496,0,0,0,0,0,0,0,0,0,0,0,22302,659,0,0,787,634,0,9804,604,0,0,0,38286.0
8/21/20,0,0,0,0,0,3542,0,0,0,0,0,0,0,0,0,0,0,22483,660,0,0,792,635,0,9949,609,0,0,0,38670.0
8/22/20,0,0,0,0,0,3591,0,0,0,0,0,0,0,0,0,0,0,22631,661,0,0,805,638,0,10037,611,0,0,0,38974.0
8/23/20,0,0,0,0,0,3613,0,0,0,0,0,0,0,0,0,0,0,22760,661,0,0,810,641,0,10120,615,0,0,0,39220.0
8/24/20,0,0,0,0,0,3625,0,0,0,0,0,0,0,0,0,0,0,22883,662,0,0,815,644,0,10187,615,0,0,0,39431.0
8/25/20,0,0,0,0,0,3670,0,0,0,0,0,0,0,0,0,0,0,23029,662,0,0,821,648,0,10316,621,0,0,0,39767.0
8/26/20,0,0,0,0,0,3708,0,0,0,0,0,0,0,0,0,0,0,23186,663,0,0,828,663,0,10435,624,0,0,0,40107.0
8/27/20,0,0,0,0,0,3741,0,0,0,0,0,0,0,0,0,0,0,23355,663,0,0,832,673,0,10539,625,0,0,0,40428.0
8/28/20,0,0,0,0,0,3792,0,0,0,0,0,0,0,0,0,0,0,23531,663,0,0,837,676,0,10626,627,0,0,0,40752.0
8/29/20,0,0,0,0,0,3841,0,0,0,0,0,0,0,0,0,0,0,23708,664,0,0,839,675,0,10774,629,0,0,0,41130.0
8/30/20,0,0,0,0,0,3870,0,0,0,0,0,0,0,0,0,0,0,23862,666,0,0,841,689,0,10947,633,0,0,0,41508.0
8/31/20,0,0,0,0,0,3892,0,0,0,0,0,0,0,0,0,0,0,23987,667,0,0,847,692,0,11001,639,0,0,0,41725.0
9/1/20,0,0,0,0,0,3934,0,0,0,0,0,0,0,0,0,0,0,24105,667,0,0,852,697,0,11064,640,0,0,0,41959.0
9/2/20,0,0,0,0,0,3998,0,0,0,0,0,0,0,0,0,0,0,24250,670,0,0,854,702,0,11168,646,0,0,0,42288.0
9/3/20,0,0,0,0,0,4035,0,0,0,0,0,0,0,0,0,0,0,24416,668,0,0,856,708,0,11317,648,0,0,0,42648.0
9/4/20,0,0,0,0,0,4081,0,0,0,0,0,0,0,0,0,0,0,24584,670,0,0,863,716,0,11525,649,0,0,0,43088.0
9/5/20,0,0,0,0,0,4112,0,0,0,0,0,0,0,0,0,0,0,24761,671,0,0,873,723,0,11655,656,0,0,0,43451.0
9/6/20,0,0,0,0,0,4136,0,0,0,0,0,0,0,0,0,0,0,24934,671,0,0,880,732,0,11780,658,0,0,0,43791.0
9/7/20,0,0,0,0,0,4158,0,0,0,0,0,0,0,0,0,0,0,25058,672,0,0,882,742,0,11957,658,0,0,0,44127.0
9/8/20,0,0,0,0,0,4182,0,0,0,0,0,0,0,0,0,0,0,25168,672,0,0,888,743,0,12103,658,0,0,0,44414.0
9/9/20,0,0,0,0,0,4206,0,0,0,0,0,0,0,0,0,0,0,25245,672,0,0,895,746,0,12250,659,0,0,0,44673.0
9/10/20,0,0,0,0,0,4235,0,0,0,0,0,0,0,0,0,0,0,25353,673,0,0,898,750,0,12392,660,0,0,0,44961.0
9/11/20,0,0,0,0,0,4286,0,0,0,0,0,0,0,0,0,0,0,25609,673,0,0,905,756,0,12611,662,0,0,0,45502.0
9/12/20,0,0,0,0,0,4317,0,0,0,0,0,0,0,0,0,0,0,25814,680,0,0,907,760,0,12816,666,0,0,0,45960.0
9/13/20,0,0,0,0,0,4350,0,0,0,0,0,0,0,0,0,0,0,26014,680,0,0,914,768,0,13120,671,0,0,0,46517.0
9/14/20,0,0,0,0,0,4384,0,0,0,0,0,0,0,0,0,0,0,26255,682,0,0,919,770,0,13330,671,0,0,0,47011.0
9/15/20,0,0,0,0,0,4440,0,0,0,0,0,0,0,0,0,0,0,26451,684,0,0,923,773,0,13528,675,0,0,0,47474.0
9/16/20,0,0,0,0,0,4486,0,0,0,0,0,0,0,0,0,0,0,26723,684,0,0,925,780,0,13837,681,0,0,0,48116.0
